,chunk,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,book,Query,Filename,ISBN13,Title,Author,PublishedDate,ImgURL,NumPages,AvgRtg,Description,BuyLink,Price,Currency,Book,TopEmotion1,TopEmotion2,TopEmotion3,Most Similar,2nd Most Similar,3rd Most Similar
1858,19,0.063364894,0.093226511,0.040786599,0.084486526,0.097596504,0.16824472,0.177713037,0.133284778,0.038601602,0.102694829,The Souls of Black Folk by W. E. B.  Du Bois (535),The Souls of Black Folk by W. E. B.  Du Bois (535),The Souls of Black Folk by W. E. B.  Du Bois (535).txt,"{'type': 'OTHER', 'identifier': 'PKEY:SMP2300000063196'}",The Souls of Black Folk,W. E. B. Du Bois,6/3/20,http://books.google.com/books/content?id=nv7oDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,"The Souls of Black Folk is a 1903 work of American literature by W. E. B. Du Bois. It is a seminal work in the history of sociology and a cornerstone of African-American literature. The book contains several essays on race, some of which the magazine Atlantic Monthly had previously published. To develop this work, Du Bois drew from his own experiences as an African American in American society. Outside of its notable relevance in African-American history, The Souls of Black Folk also holds an important place in social science as one of the early works in the field of sociology. In The Souls of Black Folk, Du Bois used the term ""double consciousness"", perhaps taken from Ralph Waldo Emerson (""The Transcendentalist"" and ""Fate""), applying it to the idea that black people must have two fields of vision at all times. They must be conscious of how they view themselves, as well as being conscious of how the world views them.",https://play.google.com/store/books/details?id=nv7oDwAAQBAJ&rdid=book-nv7oDwAAQBAJ&rdot=1&source=gbs_api,0.43,USD,The Souls of Black Folk by W. E. B.  Du Bois (535),trust,sadness,anticipation,Great Expectations by Charles Dickens (360),Wuthering Heights by Emily Brontë (256),Lolita
1859,20,0.052910053,0.072751323,0.022486772,0.034391534,0.054232804,0.144179894,0.343915344,0.054232804,0.018518519,0.202380952,The Souls of Black Folk by W. E. B.  Du Bois (535),The Souls of Black Folk by W. E. B.  Du Bois (535),The Souls of Black Folk by W. E. B.  Du Bois (535).txt,"{'type': 'OTHER', 'identifier': 'PKEY:SMP2300000063196'}",The Souls of Black Folk,W. E. B. Du Bois,6/3/20,http://books.google.com/books/content?id=nv7oDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,"The Souls of Black Folk is a 1903 work of American literature by W. E. B. Du Bois. It is a seminal work in the history of sociology and a cornerstone of African-American literature. The book contains several essays on race, some of which the magazine Atlantic Monthly had previously published. To develop this work, Du Bois drew from his own experiences as an African American in American society. Outside of its notable relevance in African-American history, The Souls of Black Folk also holds an important place in social science as one of the early works in the field of sociology. In The Souls of Black Folk, Du Bois used the term ""double consciousness"", perhaps taken from Ralph Waldo Emerson (""The Transcendentalist"" and ""Fate""), applying it to the idea that black people must have two fields of vision at all times. They must be conscious of how they view themselves, as well as being conscious of how the world views them.",https://play.google.com/store/books/details?id=nv7oDwAAQBAJ&rdid=book-nv7oDwAAQBAJ&rdot=1&source=gbs_api,0.43,USD,The Souls of Black Folk by W. E. B.  Du Bois (535),trust,sadness,anticipation,Great Expectations by Charles Dickens (360),Wuthering Heights by Emily Brontë (256),Lolita
1860,1,0.090163934,0.073770492,0.098360656,0.131147541,0.024590164,0.172131148,0.139344262,0.12295082,0.06557377,0.081967213,The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514).txt,"{'type': 'ISBN_13', 'identifier': '9788726586930'}",The Masque of the Red Death,Edgar Allan Poe,9/29/20,http://books.google.com/books/content?id=V3X9DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,3,4,"E. A. Poe’s short story follows Prince Prospero and his friends’ futile attempt to outrun and outsmart a deadly plague, called the Red Death. The heart of the story is presented as a masquerade where the guests revel in mirth and intoxication, oblivious of the horrors that await them. The author’s narrative techniques revolve around symbolism (number seven, the clock, the black chamber) and provides an allegorical halo around the short story. Witnessing his wife’s suffering from tuberculosis and the ravages of cholera in Baltimore at the time, Poe imbues ""The Mask"" with an air of veracity, but the supernatural reigns supreme. Edgar Allan Poe (1809-1849) was an American poet, author, and literary critic. Most famous for his poetry, short stories, and tales of the supernatural, mysterious, and macabre, he is also regarded as the inventor of the detective genre and a contributor to the emergence of science fiction, dark romanticism, and weird fiction. His most famous works include ""The Raven"" (1945), ""The Black Cat"" (1943), and ""The Gold-Bug"" (1843).",https://play.google.com/store/books/details?id=V3X9DwAAQBAJ&rdid=book-V3X9DwAAQBAJ&rdot=1&source=gbs_api,2.69,USD,The Masque of the Red Death by Edgar Allan Poe (514),trust,sadness,anticipation,A Modest Proposal by Jonathan Swift (887),The Yellow Wallpaper by Charlotte Perkins Gilman (833),The Adventures of a Pincushion by Anonymous (361)
1861,2,0.071428571,0.112244898,0.06122449,0.102040816,0.071428571,0.163265306,0.224489796,0.06122449,0.051020408,0.081632653,The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514).txt,"{'type': 'ISBN_13', 'identifier': '9788726586930'}",The Masque of the Red Death,Edgar Allan Poe,9/29/20,http://books.google.com/books/content?id=V3X9DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,3,4,"E. A. Poe’s short story follows Prince Prospero and his friends’ futile attempt to outrun and outsmart a deadly plague, called the Red Death. The heart of the story is presented as a masquerade where the guests revel in mirth and intoxication, oblivious of the horrors that await them. The author’s narrative techniques revolve around symbolism (number seven, the clock, the black chamber) and provides an allegorical halo around the short story. Witnessing his wife’s suffering from tuberculosis and the ravages of cholera in Baltimore at the time, Poe imbues ""The Mask"" with an air of veracity, but the supernatural reigns supreme. Edgar Allan Poe (1809-1849) was an American poet, author, and literary critic. Most famous for his poetry, short stories, and tales of the supernatural, mysterious, and macabre, he is also regarded as the inventor of the detective genre and a contributor to the emergence of science fiction, dark romanticism, and weird fiction. His most famous works include ""The Raven"" (1945), ""The Black Cat"" (1943), and ""The Gold-Bug"" (1843).",https://play.google.com/store/books/details?id=V3X9DwAAQBAJ&rdid=book-V3X9DwAAQBAJ&rdot=1&source=gbs_api,2.69,USD,The Masque of the Red Death by Edgar Allan Poe (514),trust,sadness,anticipation,A Modest Proposal by Jonathan Swift (887),The Yellow Wallpaper by Charlotte Perkins Gilman (833),The Adventures of a Pincushion by Anonymous (361)
1862,3,0.027027027,0.054054054,0.054054054,0.108108108,0.108108108,0.216216216,0.135135135,0.189189189,0,0.108108108,The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514).txt,"{'type': 'ISBN_13', 'identifier': '9788726586930'}",The Masque of the Red Death,Edgar Allan Poe,9/29/20,http://books.google.com/books/content?id=V3X9DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,3,4,"E. A. Poe’s short story follows Prince Prospero and his friends’ futile attempt to outrun and outsmart a deadly plague, called the Red Death. The heart of the story is presented as a masquerade where the guests revel in mirth and intoxication, oblivious of the horrors that await them. The author’s narrative techniques revolve around symbolism (number seven, the clock, the black chamber) and provides an allegorical halo around the short story. Witnessing his wife’s suffering from tuberculosis and the ravages of cholera in Baltimore at the time, Poe imbues ""The Mask"" with an air of veracity, but the supernatural reigns supreme. Edgar Allan Poe (1809-1849) was an American poet, author, and literary critic. Most famous for his poetry, short stories, and tales of the supernatural, mysterious, and macabre, he is also regarded as the inventor of the detective genre and a contributor to the emergence of science fiction, dark romanticism, and weird fiction. His most famous works include ""The Raven"" (1945), ""The Black Cat"" (1943), and ""The Gold-Bug"" (1843).",https://play.google.com/store/books/details?id=V3X9DwAAQBAJ&rdid=book-V3X9DwAAQBAJ&rdot=1&source=gbs_api,2.69,USD,The Masque of the Red Death by Edgar Allan Poe (514),trust,sadness,anticipation,A Modest Proposal by Jonathan Swift (887),The Yellow Wallpaper by Charlotte Perkins Gilman (833),The Adventures of a Pincushion by Anonymous (361)
1863,4,0.068965517,0.172413793,0.034482759,0.034482759,0.126436782,0.126436782,0.195402299,0.057471264,0.068965517,0.114942529,The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514).txt,"{'type': 'ISBN_13', 'identifier': '9788726586930'}",The Masque of the Red Death,Edgar Allan Poe,9/29/20,http://books.google.com/books/content?id=V3X9DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,3,4,"E. A. Poe’s short story follows Prince Prospero and his friends’ futile attempt to outrun and outsmart a deadly plague, called the Red Death. The heart of the story is presented as a masquerade where the guests revel in mirth and intoxication, oblivious of the horrors that await them. The author’s narrative techniques revolve around symbolism (number seven, the clock, the black chamber) and provides an allegorical halo around the short story. Witnessing his wife’s suffering from tuberculosis and the ravages of cholera in Baltimore at the time, Poe imbues ""The Mask"" with an air of veracity, but the supernatural reigns supreme. Edgar Allan Poe (1809-1849) was an American poet, author, and literary critic. Most famous for his poetry, short stories, and tales of the supernatural, mysterious, and macabre, he is also regarded as the inventor of the detective genre and a contributor to the emergence of science fiction, dark romanticism, and weird fiction. His most famous works include ""The Raven"" (1945), ""The Black Cat"" (1943), and ""The Gold-Bug"" (1843).",https://play.google.com/store/books/details?id=V3X9DwAAQBAJ&rdid=book-V3X9DwAAQBAJ&rdot=1&source=gbs_api,2.69,USD,The Masque of the Red Death by Edgar Allan Poe (514),trust,sadness,anticipation,A Modest Proposal by Jonathan Swift (887),The Yellow Wallpaper by Charlotte Perkins Gilman (833),The Adventures of a Pincushion by Anonymous (361)
1864,5,0.092105263,0.065789474,0.065789474,0.092105263,0.105263158,0.197368421,0.131578947,0.144736842,0.052631579,0.052631579,The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514).txt,"{'type': 'ISBN_13', 'identifier': '9788726586930'}",The Masque of the Red Death,Edgar Allan Poe,9/29/20,http://books.google.com/books/content?id=V3X9DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,3,4,"E. A. Poe’s short story follows Prince Prospero and his friends’ futile attempt to outrun and outsmart a deadly plague, called the Red Death. The heart of the story is presented as a masquerade where the guests revel in mirth and intoxication, oblivious of the horrors that await them. The author’s narrative techniques revolve around symbolism (number seven, the clock, the black chamber) and provides an allegorical halo around the short story. Witnessing his wife’s suffering from tuberculosis and the ravages of cholera in Baltimore at the time, Poe imbues ""The Mask"" with an air of veracity, but the supernatural reigns supreme. Edgar Allan Poe (1809-1849) was an American poet, author, and literary critic. Most famous for his poetry, short stories, and tales of the supernatural, mysterious, and macabre, he is also regarded as the inventor of the detective genre and a contributor to the emergence of science fiction, dark romanticism, and weird fiction. His most famous works include ""The Raven"" (1945), ""The Black Cat"" (1943), and ""The Gold-Bug"" (1843).",https://play.google.com/store/books/details?id=V3X9DwAAQBAJ&rdid=book-V3X9DwAAQBAJ&rdot=1&source=gbs_api,2.69,USD,The Masque of the Red Death by Edgar Allan Poe (514),trust,sadness,anticipation,A Modest Proposal by Jonathan Swift (887),The Yellow Wallpaper by Charlotte Perkins Gilman (833),The Adventures of a Pincushion by Anonymous (361)
1865,6,0.039215686,0.117647059,0.058823529,0.107843137,0.098039216,0.137254902,0.215686275,0.078431373,0.078431373,0.068627451,The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514).txt,"{'type': 'ISBN_13', 'identifier': '9788726586930'}",The Masque of the Red Death,Edgar Allan Poe,9/29/20,http://books.google.com/books/content?id=V3X9DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,3,4,"E. A. Poe’s short story follows Prince Prospero and his friends’ futile attempt to outrun and outsmart a deadly plague, called the Red Death. The heart of the story is presented as a masquerade where the guests revel in mirth and intoxication, oblivious of the horrors that await them. The author’s narrative techniques revolve around symbolism (number seven, the clock, the black chamber) and provides an allegorical halo around the short story. Witnessing his wife’s suffering from tuberculosis and the ravages of cholera in Baltimore at the time, Poe imbues ""The Mask"" with an air of veracity, but the supernatural reigns supreme. Edgar Allan Poe (1809-1849) was an American poet, author, and literary critic. Most famous for his poetry, short stories, and tales of the supernatural, mysterious, and macabre, he is also regarded as the inventor of the detective genre and a contributor to the emergence of science fiction, dark romanticism, and weird fiction. His most famous works include ""The Raven"" (1945), ""The Black Cat"" (1943), and ""The Gold-Bug"" (1843).",https://play.google.com/store/books/details?id=V3X9DwAAQBAJ&rdid=book-V3X9DwAAQBAJ&rdot=1&source=gbs_api,2.69,USD,The Masque of the Red Death by Edgar Allan Poe (514),trust,sadness,anticipation,A Modest Proposal by Jonathan Swift (887),The Yellow Wallpaper by Charlotte Perkins Gilman (833),The Adventures of a Pincushion by Anonymous (361)
1866,7,0.115789474,0.042105263,0.094736842,0.115789474,0.021052632,0.263157895,0.136842105,0.126315789,0.052631579,0.031578947,The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514).txt,"{'type': 'ISBN_13', 'identifier': '9788726586930'}",The Masque of the Red Death,Edgar Allan Poe,9/29/20,http://books.google.com/books/content?id=V3X9DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,3,4,"E. A. Poe’s short story follows Prince Prospero and his friends’ futile attempt to outrun and outsmart a deadly plague, called the Red Death. The heart of the story is presented as a masquerade where the guests revel in mirth and intoxication, oblivious of the horrors that await them. The author’s narrative techniques revolve around symbolism (number seven, the clock, the black chamber) and provides an allegorical halo around the short story. Witnessing his wife’s suffering from tuberculosis and the ravages of cholera in Baltimore at the time, Poe imbues ""The Mask"" with an air of veracity, but the supernatural reigns supreme. Edgar Allan Poe (1809-1849) was an American poet, author, and literary critic. Most famous for his poetry, short stories, and tales of the supernatural, mysterious, and macabre, he is also regarded as the inventor of the detective genre and a contributor to the emergence of science fiction, dark romanticism, and weird fiction. His most famous works include ""The Raven"" (1945), ""The Black Cat"" (1943), and ""The Gold-Bug"" (1843).",https://play.google.com/store/books/details?id=V3X9DwAAQBAJ&rdid=book-V3X9DwAAQBAJ&rdot=1&source=gbs_api,2.69,USD,The Masque of the Red Death by Edgar Allan Poe (514),trust,sadness,anticipation,A Modest Proposal by Jonathan Swift (887),The Yellow Wallpaper by Charlotte Perkins Gilman (833),The Adventures of a Pincushion by Anonymous (361)
1867,8,0.08411215,0.028037383,0.08411215,0.130841121,0.056074766,0.224299065,0.130841121,0.112149533,0.074766355,0.074766355,The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514).txt,"{'type': 'ISBN_13', 'identifier': '9788726586930'}",The Masque of the Red Death,Edgar Allan Poe,9/29/20,http://books.google.com/books/content?id=V3X9DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,3,4,"E. A. Poe’s short story follows Prince Prospero and his friends’ futile attempt to outrun and outsmart a deadly plague, called the Red Death. The heart of the story is presented as a masquerade where the guests revel in mirth and intoxication, oblivious of the horrors that await them. The author’s narrative techniques revolve around symbolism (number seven, the clock, the black chamber) and provides an allegorical halo around the short story. Witnessing his wife’s suffering from tuberculosis and the ravages of cholera in Baltimore at the time, Poe imbues ""The Mask"" with an air of veracity, but the supernatural reigns supreme. Edgar Allan Poe (1809-1849) was an American poet, author, and literary critic. Most famous for his poetry, short stories, and tales of the supernatural, mysterious, and macabre, he is also regarded as the inventor of the detective genre and a contributor to the emergence of science fiction, dark romanticism, and weird fiction. His most famous works include ""The Raven"" (1945), ""The Black Cat"" (1943), and ""The Gold-Bug"" (1843).",https://play.google.com/store/books/details?id=V3X9DwAAQBAJ&rdid=book-V3X9DwAAQBAJ&rdot=1&source=gbs_api,2.69,USD,The Masque of the Red Death by Edgar Allan Poe (514),trust,sadness,anticipation,A Modest Proposal by Jonathan Swift (887),The Yellow Wallpaper by Charlotte Perkins Gilman (833),The Adventures of a Pincushion by Anonymous (361)
1868,9,0.071428571,0.071428571,0.05952381,0.142857143,0.05952381,0.154761905,0.142857143,0.119047619,0.05952381,0.119047619,The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514).txt,"{'type': 'ISBN_13', 'identifier': '9788726586930'}",The Masque of the Red Death,Edgar Allan Poe,9/29/20,http://books.google.com/books/content?id=V3X9DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,3,4,"E. A. Poe’s short story follows Prince Prospero and his friends’ futile attempt to outrun and outsmart a deadly plague, called the Red Death. The heart of the story is presented as a masquerade where the guests revel in mirth and intoxication, oblivious of the horrors that await them. The author’s narrative techniques revolve around symbolism (number seven, the clock, the black chamber) and provides an allegorical halo around the short story. Witnessing his wife’s suffering from tuberculosis and the ravages of cholera in Baltimore at the time, Poe imbues ""The Mask"" with an air of veracity, but the supernatural reigns supreme. Edgar Allan Poe (1809-1849) was an American poet, author, and literary critic. Most famous for his poetry, short stories, and tales of the supernatural, mysterious, and macabre, he is also regarded as the inventor of the detective genre and a contributor to the emergence of science fiction, dark romanticism, and weird fiction. His most famous works include ""The Raven"" (1945), ""The Black Cat"" (1943), and ""The Gold-Bug"" (1843).",https://play.google.com/store/books/details?id=V3X9DwAAQBAJ&rdid=book-V3X9DwAAQBAJ&rdot=1&source=gbs_api,2.69,USD,The Masque of the Red Death by Edgar Allan Poe (514),trust,sadness,anticipation,A Modest Proposal by Jonathan Swift (887),The Yellow Wallpaper by Charlotte Perkins Gilman (833),The Adventures of a Pincushion by Anonymous (361)
1869,10,0.088235294,0.029411765,0.029411765,0.029411765,0,0.176470588,0.441176471,0,0,0.205882353,The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514).txt,"{'type': 'ISBN_13', 'identifier': '9788726586930'}",The Masque of the Red Death,Edgar Allan Poe,9/29/20,http://books.google.com/books/content?id=V3X9DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,3,4,"E. A. Poe’s short story follows Prince Prospero and his friends’ futile attempt to outrun and outsmart a deadly plague, called the Red Death. The heart of the story is presented as a masquerade where the guests revel in mirth and intoxication, oblivious of the horrors that await them. The author’s narrative techniques revolve around symbolism (number seven, the clock, the black chamber) and provides an allegorical halo around the short story. Witnessing his wife’s suffering from tuberculosis and the ravages of cholera in Baltimore at the time, Poe imbues ""The Mask"" with an air of veracity, but the supernatural reigns supreme. Edgar Allan Poe (1809-1849) was an American poet, author, and literary critic. Most famous for his poetry, short stories, and tales of the supernatural, mysterious, and macabre, he is also regarded as the inventor of the detective genre and a contributor to the emergence of science fiction, dark romanticism, and weird fiction. His most famous works include ""The Raven"" (1945), ""The Black Cat"" (1943), and ""The Gold-Bug"" (1843).",https://play.google.com/store/books/details?id=V3X9DwAAQBAJ&rdid=book-V3X9DwAAQBAJ&rdot=1&source=gbs_api,2.69,USD,The Masque of the Red Death by Edgar Allan Poe (514),trust,sadness,anticipation,A Modest Proposal by Jonathan Swift (887),The Yellow Wallpaper by Charlotte Perkins Gilman (833),The Adventures of a Pincushion by Anonymous (361)
1870,11,0,0.104166667,0,0.020833333,0.083333333,0.041666667,0.416666667,0,0.020833333,0.3125,The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514).txt,"{'type': 'ISBN_13', 'identifier': '9788726586930'}",The Masque of the Red Death,Edgar Allan Poe,9/29/20,http://books.google.com/books/content?id=V3X9DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,3,4,"E. A. Poe’s short story follows Prince Prospero and his friends’ futile attempt to outrun and outsmart a deadly plague, called the Red Death. The heart of the story is presented as a masquerade where the guests revel in mirth and intoxication, oblivious of the horrors that await them. The author’s narrative techniques revolve around symbolism (number seven, the clock, the black chamber) and provides an allegorical halo around the short story. Witnessing his wife’s suffering from tuberculosis and the ravages of cholera in Baltimore at the time, Poe imbues ""The Mask"" with an air of veracity, but the supernatural reigns supreme. Edgar Allan Poe (1809-1849) was an American poet, author, and literary critic. Most famous for his poetry, short stories, and tales of the supernatural, mysterious, and macabre, he is also regarded as the inventor of the detective genre and a contributor to the emergence of science fiction, dark romanticism, and weird fiction. His most famous works include ""The Raven"" (1945), ""The Black Cat"" (1943), and ""The Gold-Bug"" (1843).",https://play.google.com/store/books/details?id=V3X9DwAAQBAJ&rdid=book-V3X9DwAAQBAJ&rdot=1&source=gbs_api,2.69,USD,The Masque of the Red Death by Edgar Allan Poe (514),trust,sadness,anticipation,A Modest Proposal by Jonathan Swift (887),The Yellow Wallpaper by Charlotte Perkins Gilman (833),The Adventures of a Pincushion by Anonymous (361)
1871,12,0.026315789,0.026315789,0.026315789,0.052631579,0,0.105263158,0.342105263,0.052631579,0,0.368421053,The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514).txt,"{'type': 'ISBN_13', 'identifier': '9788726586930'}",The Masque of the Red Death,Edgar Allan Poe,9/29/20,http://books.google.com/books/content?id=V3X9DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,3,4,"E. A. Poe’s short story follows Prince Prospero and his friends’ futile attempt to outrun and outsmart a deadly plague, called the Red Death. The heart of the story is presented as a masquerade where the guests revel in mirth and intoxication, oblivious of the horrors that await them. The author’s narrative techniques revolve around symbolism (number seven, the clock, the black chamber) and provides an allegorical halo around the short story. Witnessing his wife’s suffering from tuberculosis and the ravages of cholera in Baltimore at the time, Poe imbues ""The Mask"" with an air of veracity, but the supernatural reigns supreme. Edgar Allan Poe (1809-1849) was an American poet, author, and literary critic. Most famous for his poetry, short stories, and tales of the supernatural, mysterious, and macabre, he is also regarded as the inventor of the detective genre and a contributor to the emergence of science fiction, dark romanticism, and weird fiction. His most famous works include ""The Raven"" (1945), ""The Black Cat"" (1943), and ""The Gold-Bug"" (1843).",https://play.google.com/store/books/details?id=V3X9DwAAQBAJ&rdid=book-V3X9DwAAQBAJ&rdot=1&source=gbs_api,2.69,USD,The Masque of the Red Death by Edgar Allan Poe (514),trust,sadness,anticipation,A Modest Proposal by Jonathan Swift (887),The Yellow Wallpaper by Charlotte Perkins Gilman (833),The Adventures of a Pincushion by Anonymous (361)
1872,13,0.076923077,0.076923077,0.025641026,0.051282051,0.076923077,0.102564103,0.384615385,0.051282051,0,0.153846154,The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514).txt,"{'type': 'ISBN_13', 'identifier': '9788726586930'}",The Masque of the Red Death,Edgar Allan Poe,9/29/20,http://books.google.com/books/content?id=V3X9DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,3,4,"E. A. Poe’s short story follows Prince Prospero and his friends’ futile attempt to outrun and outsmart a deadly plague, called the Red Death. The heart of the story is presented as a masquerade where the guests revel in mirth and intoxication, oblivious of the horrors that await them. The author’s narrative techniques revolve around symbolism (number seven, the clock, the black chamber) and provides an allegorical halo around the short story. Witnessing his wife’s suffering from tuberculosis and the ravages of cholera in Baltimore at the time, Poe imbues ""The Mask"" with an air of veracity, but the supernatural reigns supreme. Edgar Allan Poe (1809-1849) was an American poet, author, and literary critic. Most famous for his poetry, short stories, and tales of the supernatural, mysterious, and macabre, he is also regarded as the inventor of the detective genre and a contributor to the emergence of science fiction, dark romanticism, and weird fiction. His most famous works include ""The Raven"" (1945), ""The Black Cat"" (1943), and ""The Gold-Bug"" (1843).",https://play.google.com/store/books/details?id=V3X9DwAAQBAJ&rdid=book-V3X9DwAAQBAJ&rdot=1&source=gbs_api,2.69,USD,The Masque of the Red Death by Edgar Allan Poe (514),trust,sadness,anticipation,A Modest Proposal by Jonathan Swift (887),The Yellow Wallpaper by Charlotte Perkins Gilman (833),The Adventures of a Pincushion by Anonymous (361)
1873,14,0.104166667,0.083333333,0.020833333,0,0.041666667,0.270833333,0.3125,0.041666667,0,0.125,The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514).txt,"{'type': 'ISBN_13', 'identifier': '9788726586930'}",The Masque of the Red Death,Edgar Allan Poe,9/29/20,http://books.google.com/books/content?id=V3X9DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,3,4,"E. A. Poe’s short story follows Prince Prospero and his friends’ futile attempt to outrun and outsmart a deadly plague, called the Red Death. The heart of the story is presented as a masquerade where the guests revel in mirth and intoxication, oblivious of the horrors that await them. The author’s narrative techniques revolve around symbolism (number seven, the clock, the black chamber) and provides an allegorical halo around the short story. Witnessing his wife’s suffering from tuberculosis and the ravages of cholera in Baltimore at the time, Poe imbues ""The Mask"" with an air of veracity, but the supernatural reigns supreme. Edgar Allan Poe (1809-1849) was an American poet, author, and literary critic. Most famous for his poetry, short stories, and tales of the supernatural, mysterious, and macabre, he is also regarded as the inventor of the detective genre and a contributor to the emergence of science fiction, dark romanticism, and weird fiction. His most famous works include ""The Raven"" (1945), ""The Black Cat"" (1943), and ""The Gold-Bug"" (1843).",https://play.google.com/store/books/details?id=V3X9DwAAQBAJ&rdid=book-V3X9DwAAQBAJ&rdot=1&source=gbs_api,2.69,USD,The Masque of the Red Death by Edgar Allan Poe (514),trust,sadness,anticipation,A Modest Proposal by Jonathan Swift (887),The Yellow Wallpaper by Charlotte Perkins Gilman (833),The Adventures of a Pincushion by Anonymous (361)
1874,15,0.106382979,0.063829787,0.021276596,0.021276596,0.042553191,0.106382979,0.404255319,0,0.042553191,0.191489362,The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514),The Masque of the Red Death by Edgar Allan Poe (514).txt,"{'type': 'ISBN_13', 'identifier': '9788726586930'}",The Masque of the Red Death,Edgar Allan Poe,9/29/20,http://books.google.com/books/content?id=V3X9DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,3,4,"E. A. Poe’s short story follows Prince Prospero and his friends’ futile attempt to outrun and outsmart a deadly plague, called the Red Death. The heart of the story is presented as a masquerade where the guests revel in mirth and intoxication, oblivious of the horrors that await them. The author’s narrative techniques revolve around symbolism (number seven, the clock, the black chamber) and provides an allegorical halo around the short story. Witnessing his wife’s suffering from tuberculosis and the ravages of cholera in Baltimore at the time, Poe imbues ""The Mask"" with an air of veracity, but the supernatural reigns supreme. Edgar Allan Poe (1809-1849) was an American poet, author, and literary critic. Most famous for his poetry, short stories, and tales of the supernatural, mysterious, and macabre, he is also regarded as the inventor of the detective genre and a contributor to the emergence of science fiction, dark romanticism, and weird fiction. His most famous works include ""The Raven"" (1945), ""The Black Cat"" (1943), and ""The Gold-Bug"" (1843).",https://play.google.com/store/books/details?id=V3X9DwAAQBAJ&rdid=book-V3X9DwAAQBAJ&rdot=1&source=gbs_api,2.69,USD,The Masque of the Red Death by Edgar Allan Poe (514),trust,sadness,anticipation,A Modest Proposal by Jonathan Swift (887),The Yellow Wallpaper by Charlotte Perkins Gilman (833),The Adventures of a Pincushion by Anonymous (361)
